,address,station3,market,school,bank,cafe,hospital
1810,서울특별시 송파구 올림픽로 135,0.0,60.0,60.0,1.0,2.0,0.0
1811,서울특별시 송파구 올림픽로 212,0.0,100.0,80.0,26.0,71.0,30.0
1812,서울특별시 송파구 올림픽로 269,100.0,80.0,60.0,71.0,165.0,75.0
1813,서울특별시 송파구 올림픽로 435,50.0,70.0,40.0,15.0,26.0,30.0
1814,서울특별시 송파구 올림픽로 525,50.0,50.0,80.0,20.0,68.0,34.0
1815,서울특별시 송파구 올림픽로 74,70.0,30.0,40.0,25.0,102.0,78.0
1816,서울특별시 송파구 올림픽로 99,20.0,30.0,60.0,5.0,7.0,9.0
1817,서울특별시 송파구 올림픽로35가길 10,60.0,80.0,40.0,64.0,130.0,80.0
1818,서울특별시 송파구 올림픽로35가길 11,90.0,80.0,40.0,69.0,137.0,81.0
1819,서울특별시 송파구 올림픽로35가길 9,40.0,80.0,40.0,68.0,119.0,80.0
1820,서울특별시 송파구 올림픽로35길 104,20.0,80.0,40.0,28.0,43.0,50.0
1821,서울특별시 송파구 올림픽로35길 93,40.0,80.0,40.0,61.0,114.0,73.0
1822,서울특별시 송파구 올림픽로35길 94,70.0,70.0,60.0,36.0,69.0,66.0
1823,서울특별시 송파구 올림픽로43길 34,0.0,40.0,60.0,5.0,5.0,13.0
1824,서울특별시 송파구 올림픽로45길 11,0.0,50.0,60.0,10.0,13.0,20.0
1825,서울특별시 송파구 올림픽로47길 9,20.0,60.0,40.0,16.0,35.0,25.0
1826,서울특별시 송파구 올림픽로4길 15,70.0,20.0,80.0,11.0,26.0,9.0
1827,서울특별시 송파구 올림픽로4길 42,20.0,10.0,60.0,12.0,16.0,6.0
1828,서울특별시 송파구 위례광장로 121,0.0,70.0,40.0,10.0,19.0,6.0
1829,서울특별시 송파구 위례광장로 136,0.0,70.0,60.0,12.0,53.0,41.0
1830,서울특별시 송파구 위례광장로 163,0.0,60.0,60.0,5.0,18.0,10.0
1831,서울특별시 송파구 위례광장로 170,0.0,70.0,60.0,3.0,19.0,13.0
1832,서울특별시 송파구 위례광장로 185,0.0,60.0,60.0,4.0,16.0,9.0
1833,서울특별시 송파구 위례성대로 176,20.0,60.0,40.0,18.0,57.0,41.0
1834,서울특별시 송파구 위례성대로 58,20.0,40.0,20.0,9.0,39.0,8.0
1835,서울특별시 송파구 위례성대로12길 25,20.0,60.0,80.0,18.0,78.0,46.0
1836,서울특별시 송파구 잠실로 62,20.0,70.0,60.0,23.0,72.0,69.0
1837,서울특별시 송파구 중대로 121,60.0,30.0,40.0,45.0,100.0,55.0
1838,서울특별시 송파구 중대로 127,90.0,40.0,40.0,37.0,98.0,49.0
1839,서울특별시 송파구 중대로 24,0.0,30.0,20.0,5.0,9.0,2.0
1840,서울특별시 송파구 중대로12길 35,20.0,50.0,60.0,19.0,78.0,35.0
1841,서울특별시 송파구 충민로 151,0.0,40.0,120.0,12.0,31.0,14.0
1842,서울특별시 송파구 충민로 152,0.0,50.0,100.0,11.0,26.0,13.0
1843,서울특별시 송파구 충민로 188,0.0,20.0,40.0,8.0,18.0,9.0
1844,서울특별시 송파구 충민로4길 19,20.0,40.0,60.0,16.0,44.0,22.0
1845,서울특별시 송파구 충민로4길 5,20.0,40.0,60.0,15.0,49.0,22.0
1846,서울특별시 송파구 충민로4길 6,50.0,50.0,60.0,15.0,68.0,23.0
1847,서울특별시 송파구 충민로6길 14,0.0,50.0,60.0,12.0,17.0,13.0
1848,서울특별시 송파구 토성로 37,20.0,40.0,60.0,13.0,25.0,19.0
1849,서울특별시 송파구 토성로 38-6,0.0,40.0,80.0,10.0,14.0,18.0
1850,서울특별시 송파구 풍성로 14,0.0,40.0,40.0,3.0,10.0,4.0
1851,서울특별시 송파구 풍성로 52,20.0,60.0,100.0,14.0,43.0,15.0
1852,서울특별시 송파구 풍성로15길 10,0.0,50.0,80.0,7.0,22.0,10.0
1853,서울특별시 송파구 풍성로24길 42,20.0,50.0,80.0,17.0,39.0,24.0
1854,서울특별시 송파구 풍성로26길 31,50.0,50.0,100.0,22.0,57.0,32.0
1855,서울특별시 송파구 풍성로26길 47,20.0,50.0,80.0,16.0,37.0,27.0
1856,서울특별시 송파구 한가람로 402,0.0,40.0,20.0,2.0,4.0,3.0
1857,서울특별시 송파구 한가람로 414,0.0,40.0,40.0,3.0,6.0,1.0
1858,서울특별시 송파구 한가람로 448,0.0,30.0,20.0,5.0,7.0,3.0
1859,서울특별시 송파구 한가람로 468,0.0,50.0,20.0,6.0,13.0,6.0
1860,서울특별시 송파구 한가람로 478,0.0,50.0,0.0,5.0,19.0,20.0
1861,서울특별시 양천구 가로공원로56길 10,0.0,10.0,100.0,6.0,9.0,12.0
1862,서울특별시 양천구 곰달래로2길 16,0.0,0.0,20.0,8.0,31.0,15.0
1863,서울특별시 양천구 곰달래로2길 31,0.0,0.0,0.0,9.0,30.0,13.0
1864,서울특별시 양천구 남부순환로83길 18,0.0,20.0,80.0,12.0,28.0,36.0
1865,서울특별시 양천구 남부순환로85길 16,0.0,20.0,120.0,11.0,27.0,33.0
1866,서울특별시 양천구 목동남로2길 60-30,0.0,40.0,80.0,14.0,22.0,19.0
1867,서울특별시 양천구 목동남로2길 60-7,0.0,40.0,20.0,16.0,26.0,31.0
1868,서울특별시 양천구 목동남로4길 6-23,0.0,40.0,60.0,12.0,16.0,18.0
1869,서울특별시 양천구 목동남로4길 80,20.0,50.0,40.0,10.0,10.0,9.0
1870,서울특별시 양천구 목동남로4길 81,20.0,50.0,40.0,8.0,8.0,9.0
1871,서울특별시 양천구 목동동로 10,0.0,40.0,80.0,15.0,22.0,22.0
1872,서울특별시 양천구 목동동로 100,50.0,60.0,20.0,10.0,25.0,22.0
1873,서울특별시 양천구 목동동로 130,0.0,50.0,80.0,6.0,30.0,17.0
1874,서울특별시 양천구 목동동로 177,0.0,90.0,80.0,27.0,86.0,59.0
1875,서울특별시 양천구 목동동로 180,20.0,80.0,60.0,24.0,102.0,75.0
1876,서울특별시 양천구 목동동로 189,20.0,80.0,100.0,28.0,81.0,56.0
1877,서울특별시 양천구 목동동로 202,20.0,90.0,120.0,31.0,108.0,76.0
1878,서울특별시 양천구 목동동로 240,50.0,90.0,60.0,34.0,127.0,95.0
1879,서울특별시 양천구 목동동로 250,50.0,90.0,60.0,33.0,127.0,94.0
1880,서울특별시 양천구 목동동로 257,20.0,90.0,40.0,29.0,114.0,81.0
1881,서울특별시 양천구 목동동로 258,50.0,90.0,60.0,30.0,124.0,91.0
1882,서울특별시 양천구 목동동로 339,0.0,80.0,0.0,16.0,59.0,42.0
1883,서울특별시 양천구 목동동로 350,0.0,50.0,100.0,16.0,36.0,36.0
1884,서울특별시 양천구 목동동로 391,0.0,60.0,40.0,17.0,37.0,35.0
1885,서울특별시 양천구 목동동로 401,0.0,50.0,40.0,15.0,36.0,37.0
1886,서울특별시 양천구 목동동로 411,0.0,50.0,80.0,16.0,36.0,36.0
1887,서울특별시 양천구 목동동로 430,0.0,40.0,100.0,12.0,23.0,22.0
1888,서울특별시 양천구 목동동로 50,20.0,50.0,60.0,10.0,25.0,24.0
1889,서울특별시 양천구 목동동로10길 16-6,0.0,50.0,40.0,10.0,42.0,19.0
1890,서울특별시 양천구 목동동로12길 23,50.0,80.0,80.0,31.0,93.0,72.0
1891,서울특별시 양천구 목동로 212,20.0,90.0,0.0,29.0,63.0,65.0
1892,서울특별시 양천구 목동로 224,50.0,80.0,0.0,30.0,58.0,69.0
1893,서울특별시 양천구 목동로 230,20.0,80.0,0.0,33.0,58.0,74.0
1894,서울특별시 양천구 목동서로 100,0.0,70.0,60.0,11.0,36.0,32.0
1895,서울특별시 양천구 목동서로 130,0.0,80.0,20.0,8.0,46.0,10.0
1896,서울특별시 양천구 목동서로 234,20.0,90.0,100.0,35.0,70.0,63.0
1897,서울특별시 양천구 목동서로 264,20.0,90.0,100.0,35.0,91.0,66.0
1898,서울특별시 양천구 목동서로 280,20.0,70.0,80.0,29.0,69.0,32.0
1899,서울특별시 양천구 목동서로 340,0.0,100.0,20.0,16.0,65.0,27.0
1900,서울특별시 양천구 목동서로 38,0.0,30.0,60.0,3.0,5.0,5.0
1901,서울특별시 양천구 목동서로 400,0.0,70.0,60.0,11.0,28.0,30.0
1902,서울특별시 양천구 목동서로 65,0.0,60.0,40.0,15.0,33.0,33.0
1903,서울특별시 양천구 목동서로 70,0.0,60.0,60.0,12.0,35.0,35.0
1904,서울특별시 양천구 목동서로2길 22,50.0,30.0,60.0,2.0,13.0,6.0
1905,서울특별시 양천구 목동중앙남로 100,0.0,20.0,40.0,9.0,34.0,20.0
1906,서울특별시 양천구 목동중앙남로 51-18,0.0,40.0,100.0,9.0,40.0,22.0
1907,서울특별시 양천구 목동중앙남로 51-18,0.0,40.0,100.0,9.0,40.0,22.0
1908,서울특별시 양천구 목동중앙남로3가길 59,0.0,40.0,80.0,8.0,42.0,24.0
1909,서울특별시 양천구 목동중앙남로3길 11,0.0,60.0,80.0,15.0,61.0,48.0
1910,서울특별시 양천구 목동중앙로 11,0.0,90.0,20.0,16.0,51.0,47.0
1911,서울특별시 양천구 목동중앙로 143,0.0,30.0,40.0,1.0,11.0,2.0
1912,서울특별시 양천구 목동중앙로 67,0.0,70.0,100.0,9.0,35.0,15.0
1913,서울특별시 양천구 목동중앙로7길 32,0.0,50.0,80.0,9.0,24.0,17.0
1914,서울특별시 양천구 목동중앙본로 10,0.0,50.0,100.0,8.0,24.0,16.0
1915,서울특별시 양천구 목동중앙본로 15,0.0,50.0,80.0,8.0,22.0,15.0
1916,서울특별시 양천구 목동중앙본로22길 63,0.0,30.0,60.0,4.0,21.0,9.0
1917,서울특별시 양천구 목동중앙북로 38,20.0,30.0,40.0,23.0,73.0,71.0
1918,서울특별시 양천구 목동중앙북로24길 65,20.0,30.0,40.0,11.0,25.0,15.0
1919,서울특별시 양천구 목동중앙북로8길 111,0.0,30.0,20.0,19.0,55.0,49.0
1920,서울특별시 양천구 목동중앙북로8길 71,0.0,30.0,40.0,15.0,59.0,60.0
1921,서울특별시 양천구 목동중앙서로 37,0.0,80.0,80.0,11.0,38.0,26.0
1922,서울특별시 양천구 신목로 23,0.0,40.0,60.0,8.0,37.0,19.0
1923,서울특별시 양천구 신목로 43,0.0,50.0,60.0,13.0,57.0,30.0
1924,서울특별시 양천구 신목로 7,0.0,40.0,60.0,3.0,17.0,11.0
1925,서울특별시 양천구 신목로 77,20.0,80.0,40.0,28.0,100.0,81.0
1926,서울특별시 양천구 신목로 9,0.0,40.0,60.0,6.0,31.0,14.0
1927,서울특별시 양천구 신목로12길 22,0.0,40.0,60.0,15.0,71.0,43.0
1928,서울특별시 양천구 신목로2길 11,0.0,40.0,60.0,6.0,49.0,36.0
1929,서울특별시 양천구 신목로5길 9,0.0,40.0,60.0,9.0,38.0,21.0
1930,서울특별시 양천구 신월로 181,0.0,10.0,40.0,17.0,44.0,47.0
1931,서울특별시 양천구 신월로 99,0.0,10.0,60.0,9.0,21.0,22.0
1932,서울특별시 양천구 신월로15길 25,0.0,0.0,20.0,15.0,50.0,51.0
1933,서울특별시 양천구 신월로20길 33,0.0,40.0,40.0,13.0,25.0,32.0
1934,서울특별시 양천구 신월로20길 7,0.0,20.0,40.0,13.0,28.0,36.0
1935,서울특별시 양천구 신월로9길 37,0.0,0.0,20.0,19.0,43.0,53.0
1936,서울특별시 양천구 신정로 170,0.0,20.0,120.0,7.0,8.0,6.0
1937,서울특별시 양천구 신정로 225-12,0.0,10.0,140.0,3.0,5.0,7.0
1938,서울특별시 양천구 신정로 260,0.0,50.0,60.0,2.0,9.0,7.0
1939,서울특별시 양천구 신정로 290,0.0,50.0,100.0,3.0,5.0,7.0
1940,서울특별시 양천구 신정로 293,0.0,50.0,80.0,6.0,19.0,16.0
1941,서울특별시 양천구 신정로 300,0.0,50.0,80.0,3.0,9.0,10.0
1942,서울특별시 양천구 신정로11길 20,0.0,20.0,80.0,12.0,13.0,13.0
1943,서울특별시 양천구 신정로11길 63,0.0,20.0,60.0,10.0,15.0,15.0
1944,서울특별시 양천구 신정로13길 38,0.0,20.0,140.0,9.0,21.0,12.0
1945,서울특별시 양천구 신정로13길 50,0.0,20.0,140.0,12.0,25.0,30.0
1946,서울특별시 양천구 신정로14길 6,0.0,10.0,140.0,5.0,8.0,6.0
1947,서울특별시 양천구 신정로7길 60-7,0.0,20.0,80.0,13.0,21.0,17.0
1948,서울특별시 양천구 신정로7길 76,0.0,20.0,120.0,15.0,18.0,17.0
1949,서울특별시 양천구 신정이펜1로 27,0.0,20.0,80.0,10.0,14.0,12.0
1950,서울특별시 양천구 신정이펜1로 50,0.0,10.0,20.0,7.0,10.0,7.0
1951,서울특별시 양천구 신정이펜1로 51,0.0,10.0,60.0,7.0,9.0,7.0
1952,서울특별시 양천구 신정이펜1로 99,0.0,10.0,0.0,1.0,4.0,0.0
1953,서울특별시 양천구 신정이펜2로 55,0.0,10.0,40.0,9.0,10.0,7.0
1954,서울특별시 양천구 오목로 299,20.0,90.0,100.0,31.0,85.0,47.0
1955,서울특별시 양천구 오목로 300,40.0,90.0,120.0,26.0,84.0,49.0
1956,서울특별시 양천구 오목로10길 7-8,0.0,20.0,80.0,11.0,31.0,34.0
1957,서울특별시 양천구 오목로13길 7,0.0,30.0,100.0,8.0,29.0,24.0
1958,서울특별시 양천구 오목로1길 46,0.0,0.0,40.0,7.0,29.0,25.0
1959,서울특별시 양천구 오목로5길 19,0.0,0.0,40.0,7.0,28.0,17.0
1960,서울특별시 양천구 월정로 21,0.0,10.0,40.0,16.0,41.0,46.0
1961,서울특별시 양천구 월정로 303,0.0,50.0,100.0,9.0,5.0,2.0
1962,서울특별시 양천구 월정로 306,0.0,50.0,100.0,11.0,10.0,1.0
1963,서울특별시 양천구 월정로9길 17,0.0,10.0,40.0,11.0,30.0,16.0
1964,서울특별시 양천구 중앙로29길 108,20.0,30.0,60.0,15.0,42.0,52.0
1965,서울특별시 양천구 중앙로29길 55,0.0,40.0,40.0,6.0,19.0,27.0
1966,서울특별시 양천구 중앙로29길 61,20.0,30.0,40.0,15.0,40.0,58.0
1967,서울특별시 양천구 중앙로43길 14,50.0,30.0,20.0,17.0,52.0,61.0
1968,서울특별시 양천구 중앙로53길 5,0.0,30.0,60.0,9.0,25.0,11.0
1969,서울특별시 양천구 지양로 101,0.0,0.0,20.0,5.0,13.0,13.0
1970,서울특별시 양천구 지양로15길 20,0.0,0.0,40.0,4.0,14.0,13.0
1971,서울특별시 양천구 화곡로3길 34,0.0,30.0,60.0,13.0,15.0,3.0
1972,서울특별시 양천구 화곡로3길 43,0.0,40.0,60.0,11.0,8.0,3.0
1973,서울특별시 영등포구 63로 32,0.0,20.0,20.0,11.0,29.0,21.0
1974,서울특별시 영등포구 63로 45,0.0,30.0,80.0,13.0,36.0,23.0
1975,서울특별시 영등포구 63로 7,0.0,30.0,40.0,22.0,93.0,62.0
1976,서울특별시 영등포구 가마산로 312,20.0,40.0,120.0,22.0,36.0,12.0
1977,서울특별시 영등포구 가마산로 426,0.0,60.0,60.0,14.0,30.0,31.0
1978,서울특별시 영등포구 가마산로 442,0.0,70.0,80.0,9.0,29.0,34.0
1979,서울특별시 영등포구 가마산로 468,0.0,60.0,80.0,13.0,36.0,39.0
1980,서울특별시 영등포구 가마산로 575,0.0,50.0,80.0,9.0,23.0,12.0
1981,서울특별시 영등포구 가마산로79길 19,0.0,60.0,20.0,7.0,16.0,6.0
1982,서울특별시 영등포구 가마산로79길 7,0.0,60.0,20.0,5.0,18.0,24.0
1983,서울특별시 영등포구 경인로 900,50.0,40.0,40.0,14.0,44.0,9.0
1984,서울특별시 영등포구 경인로77길 21,20.0,60.0,0.0,14.0,79.0,19.0
1985,서울특별시 영등포구 국제금융로 108-6,20.0,40.0,20.0,32.0,103.0,66.0
1986,서울특별시 영등포구 국제금융로 109,0.0,30.0,40.0,29.0,110.0,66.0
1987,서울특별시 영등포구 국제금융로 79,0.0,30.0,80.0,44.0,115.0,57.0
1988,서울특별시 영등포구 국제금융로 86,20.0,40.0,20.0,48.0,134.0,84.0
1989,서울특별시 영등포구 국제금융로7가길 21,0.0,30.0,80.0,22.0,85.0,54.0
1990,서울특별시 영등포구 국제금융로7길 1,20.0,30.0,80.0,54.0,156.0,72.0
1991,서울특별시 영등포구 국제금융로7길 20,20.0,30.0,80.0,27.0,95.0,47.0
1992,서울특별시 영등포구 국제금융로7길 27,20.0,30.0,80.0,24.0,73.0,26.0
1993,서울특별시 영등포구 국제금융로7길 32,20.0,30.0,80.0,22.0,71.0,31.0
1994,서울특별시 영등포구 국회대로 552,70.0,60.0,0.0,35.0,129.0,32.0
1995,서울특별시 영등포구 국회대로 597,20.0,60.0,20.0,28.0,103.0,49.0
1996,서울특별시 영등포구 국회대로29길 13,0.0,70.0,100.0,23.0,89.0,31.0
1997,서울특별시 영등포구 국회대로37길 22,0.0,70.0,40.0,25.0,100.0,46.0
1998,서울특별시 영등포구 국회대로54길 10,50.0,40.0,40.0,38.0,81.0,58.0
1999,서울특별시 영등포구 국회대로76가길 11,0.0,20.0,0.0,28.0,85.0,16.0
2000,서울특별시 영등포구 당산로 214,100.0,50.0,60.0,12.0,67.0,58.0
2001,서울특별시 영등포구 당산로 222,100.0,50.0,60.0,14.0,72.0,59.0
2002,서울특별시 영등포구 당산로 68,40.0,60.0,40.0,18.0,103.0,32.0
2003,서울특별시 영등포구 당산로 95,150.0,60.0,40.0,32.0,127.0,32.0
2004,서울특별시 영등포구 당산로31길 32,40.0,30.0,20.0,32.0,115.0,28.0
2005,서울특별시 영등포구 당산로36길 12,70.0,60.0,20.0,25.0,117.0,33.0
2006,서울특별시 영등포구 당산로41길 23,0.0,70.0,100.0,17.0,81.0,37.0
2007,서울특별시 영등포구 당산로42길 13,70.0,60.0,40.0,15.0,95.0,68.0
2008,서울특별시 영등포구 당산로42길 16,20.0,60.0,40.0,15.0,96.0,69.0
2009,서울특별시 영등포구 당산로42길 7,40.0,60.0,40.0,20.0,95.0,75.0
2010,서울특별시 영등포구 당산로4길 12,50.0,40.0,60.0,20.0,90.0,18.0
2011,서울특별시 영등포구 당산로54길 11,100.0,50.0,20.0,9.0,41.0,49.0
2012,서울특별시 영등포구 대림로 256,0.0,70.0,20.0,14.0,29.0,18.0
2013,서울특별시 영등포구 대림로22길 29,0.0,30.0,60.0,23.0,24.0,35.0
2014,서울특별시 영등포구 대림로29길 13,70.0,30.0,80.0,23.0,30.0,43.0
2015,서울특별시 영등포구 대방천로 180,20.0,40.0,80.0,14.0,30.0,41.0
2016,서울특별시 영등포구 대방천로14길 32,20.0,40.0,60.0,17.0,25.0,48.0
2017,서울특별시 영등포구 도림로 187,20.0,40.0,60.0,27.0,33.0,42.0
2018,서울특별시 영등포구 도림로 313,0.0,70.0,40.0,15.0,31.0,30.0
2019,서울특별시 영등포구 도림로 365,0.0,50.0,40.0,14.0,26.0,21.0
2020,서울특별시 영등포구 도림로 456,20.0,50.0,20.0,23.0,85.0,22.0
2021,서울특별시 영등포구 도림로 464,50.0,50.0,40.0,24.0,89.0,41.0
2022,서울특별시 영등포구 도림로145길 28,0.0,60.0,20.0,12.0,46.0,22.0
2023,서울특별시 영등포구 도림로47길 1,20.0,40.0,60.0,26.0,33.0,45.0
2024,서울특별시 영등포구 도림로54길 14,0.0,40.0,60.0,22.0,28.0,36.0
2025,서울특별시 영등포구 도림천로 431,20.0,30.0,40.0,38.0,80.0,31.0
2026,서울특별시 영등포구 도림천로19길 11,50.0,30.0,20.0,41.0,94.0,50.0
2027,서울특별시 영등포구 도신로 100,0.0,70.0,80.0,18.0,34.0,29.0
2028,서울특별시 영등포구 도신로 31,40.0,60.0,0.0,20.0,46.0,18.0
2029,서울특별시 영등포구 도신로29길 28,0.0,80.0,40.0,21.0,38.0,19.0
2030,서울특별시 영등포구 도신로4길 14,0.0,40.0,80.0,18.0,44.0,14.0
2031,서울특별시 영등포구 도신로4길 6,0.0,50.0,20.0,17.0,41.0,17.0
2032,서울특별시 영등포구 도영로 2-5,70.0,60.0,0.0,19.0,65.0,18.0
2033,서울특별시 영등포구 도영로 66,0.0,80.0,40.0,19.0,42.0,23.0
2034,서울특별시 영등포구 도영로7길 7,40.0,60.0,20.0,13.0,34.0,8.0
2035,서울특별시 영등포구 문래로 137,20.0,50.0,60.0,21.0,86.0,33.0
2036,서울특별시 영등포구 문래로 82,20.0,50.0,60.0,23.0,83.0,47.0
2037,서울특별시 영등포구 문래로20길 14,50.0,50.0,40.0,22.0,99.0,47.0
2038,서울특별시 영등포구 문래로4길 26,20.0,20.0,60.0,6.0,19.0,6.0
2039,서울특별시 영등포구 문래로4길 6,0.0,20.0,60.0,8.0,23.0,11.0
2040,서울특별시 영등포구 문래로8길 5,0.0,40.0,60.0,19.0,61.0,39.0
2041,서울특별시 영등포구 버드나루로 130,0.0,60.0,40.0,16.0,39.0,29.0
2042,서울특별시 영등포구 버드나루로12가길 13,0.0,40.0,20.0,20.0,35.0,10.0
2043,서울특별시 영등포구 선유동2로 29,0.0,70.0,100.0,19.0,78.0,37.0
2044,서울특별시 영등포구 선유동2로 56,70.0,60.0,80.0,19.0,97.0,68.0
2045,서울특별시 영등포구 선유로 172,20.0,30.0,20.0,30.0,96.0,23.0
2046,서울특별시 영등포구 선유로 207,0.0,50.0,80.0,19.0,43.0,7.0
2047,서울특별시 영등포구 선유로 33,0.0,40.0,40.0,19.0,48.0,33.0
2048,서울특별시 영등포구 선유로33길 22,50.0,30.0,20.0,19.0,58.0,6.0
2049,서울특별시 영등포구 선유로33길 23,50.0,30.0,20.0,24.0,74.0,13.0
2050,서울특별시 영등포구 선유로43가길 24,0.0,50.0,60.0,12.0,9.0,2.0
2051,서울특별시 영등포구 선유로47길 34,50.0,30.0,100.0,24.0,85.0,19.0
2052,서울특별시 영등포구 선유로9길 31,20.0,60.0,60.0,9.0,24.0,18.0
2053,서울특별시 영등포구 선유로9나길 5,20.0,60.0,40.0,16.0,40.0,29.0
2054,서울특별시 영등포구 선유로9나길 8,20.0,60.0,60.0,16.0,31.0,25.0
2055,서울특별시 영등포구 선유서로 115,50.0,50.0,20.0,14.0,51.0,9.0
2056,서울특별시 영등포구 선유서로 31,20.0,20.0,60.0,11.0,26.0,19.0
2057,서울특별시 영등포구 선유서로 40,0.0,40.0,60.0,17.0,37.0,35.0
2058,서울특별시 영등포구 선유서로 6,50.0,50.0,60.0,9.0,21.0,9.0
2059,서울특별시 영등포구 선유서로21길 19,20.0,40.0,40.0,10.0,28.0,11.0
2060,서울특별시 영등포구 선유서로21길 30,20.0,40.0,40.0,9.0,31.0,11.0
2061,서울특별시 영등포구 선유서로9길 5,20.0,30.0,80.0,7.0,18.0,6.0
2062,서울특별시 영등포구 시흥대로173길 13,50.0,40.0,20.0,31.0,61.0,52.0
2063,서울특별시 영등포구 시흥대로187길 12,0.0,30.0,60.0,20.0,30.0,58.0
2064,서울특별시 영등포구 신길로 108,20.0,70.0,40.0,9.0,24.0,33.0
2065,서울특별시 영등포구 신길로 119,20.0,70.0,60.0,9.0,33.0,39.0
2066,서울특별시 영등포구 신길로 29,0.0,30.0,80.0,25.0,33.0,61.0
2067,서울특별시 영등포구 신길로23길 20,20.0,60.0,80.0,9.0,23.0,21.0
2068,서울특별시 영등포구 신길로28길 9,20.0,80.0,60.0,9.0,33.0,37.0
2069,서울특별시 영등포구 신길로29길 17,20.0,70.0,80.0,12.0,36.0,37.0
2070,서울특별시 영등포구 신길로42가길 34,0.0,60.0,80.0,15.0,28.0,26.0
2071,서울특별시 영등포구 신길로60나길 9,40.0,60.0,80.0,19.0,61.0,19.0
2072,서울특별시 영등포구 신풍로 77,50.0,60.0,60.0,7.0,20.0,23.0
2073,서울특별시 영등포구 양산로 177,50.0,50.0,40.0,26.0,95.0,54.0
2074,서울특별시 영등포구 양산로 214,50.0,30.0,40.0,37.0,84.0,65.0
2075,서울특별시 영등포구 양산로17길 22,100.0,70.0,20.0,36.0,132.0,31.0
2076,서울특별시 영등포구 양평로 57,100.0,60.0,80.0,19.0,85.0,61.0
2077,서울특별시 영등포구 양평로17길 36,20.0,50.0,80.0,19.0,79.0,21.0
2078,서울특별시 영등포구 양평로17길 9,20.0,40.0,120.0,22.0,100.0,35.0
2079,서울특별시 영등포구 양평로23길 18,50.0,30.0,20.0,18.0,69.0,17.0
2080,서울특별시 영등포구 양평로24길 9,50.0,20.0,40.0,13.0,64.0,12.0
2081,서울특별시 영등포구 양평로30가길 15,0.0,20.0,0.0,8.0,16.0,2.0
2082,서울특별시 영등포구 양평로30길 51,20.0,20.0,20.0,1.0,9.0,0.0
2083,서울특별시 영등포구 여의나루로 121,50.0,20.0,20.0,30.0,62.0,10.0
2084,서울특별시 영등포구 여의나루로 126,50.0,20.0,60.0,19.0,39.0,3.0
2085,서울특별시 영등포구 여의나루로 7,60.0,30.0,40.0,21.0,46.0,35.0
2086,서울특별시 영등포구 여의대로6길 17,50.0,20.0,20.0,42.0,80.0,17.0
2087,서울특별시 영등포구 여의대방로 25,0.0,40.0,100.0,19.0,28.0,60.0
2088,서울특별시 영등포구 여의대방로 45,20.0,40.0,120.0,17.0,31.0,53.0
2089,서울특별시 영등포구 여의대방로35가길 19,0.0,60.0,80.0,11.0,31.0,24.0
2090,서울특별시 영등포구 여의대방로43라길 9,0.0,70.0,20.0,14.0,32.0,27.0
2091,서울특별시 영등포구 여의대방로61길 19,50.0,30.0,0.0,11.0,34.0,10.0
2092,서울특별시 영등포구 여의동로 143,20.0,40.0,0.0,25.0,93.0,63.0
2093,서울특별시 영등포구 여의동로 213,0.0,20.0,0.0,9.0,27.0,16.0
2094,서울특별시 영등포구 여의동로 97,90.0,50.0,40.0,25.0,106.0,66.0
2095,서울특별시 영등포구 여의동로3길 10,90.0,50.0,40.0,31.0,89.0,52.0
2096,서울특별시 영등포구 영등포로 106,40.0,50.0,60.0,22.0,96.0,48.0
2097,서울특별시 영등포구 영등포로 17,20.0,50.0,40.0,10.0,38.0,10.0
2098,서울특별시 영등포구 영등포로 351,70.0,50.0,80.0,12.0,24.0,25.0
2099,서울특별시 영등포구 영등포로12길 7,20.0,50.0,60.0,25.0,98.0,42.0
2100,서울특별시 영등포구 영등포로12길 8,20.0,50.0,60.0,23.0,88.0,40.0
2101,서울특별시 영등포구 영등포로28길 5,20.0,70.0,40.0,26.0,99.0,52.0
2102,서울특별시 영등포구 영등포로3길 9,20.0,50.0,40.0,12.0,29.0,13.0
2103,서울특별시 영등포구 영등포로62길 42,70.0,40.0,60.0,11.0,28.0,9.0
2104,서울특별시 영등포구 영등포로64길 11,40.0,60.0,100.0,11.0,30.0,27.0
2105,서울특별시 영등포구 영신로 191,40.0,70.0,20.0,31.0,122.0,33.0
2106,서울특별시 영등포구 영신로 193,40.0,70.0,20.0,30.0,111.0,43.0
2107,서울특별시 영등포구 영신로 237,0.0,60.0,40.0,25.0,95.0,51.0
2108,서울특별시 영등포구 영신로 247,40.0,50.0,60.0,17.0,89.0,64.0
2109,서울특별시 영등포구 영신로25길 8,0.0,40.0,20.0,38.0,124.0,79.0
2110,서울특별시 영등포구 영신로33길 3,0.0,50.0,40.0,31.0,107.0,70.0
2111,서울특별시 영등포구 영신로57길 5,0.0,60.0,60.0,22.0,86.0,38.0
2112,서울특별시 영등포구 영중로 145,20.0,50.0,40.0,20.0,58.0,48.0
2113,서울특별시 영등포구 영중로 154,20.0,50.0,20.0,17.0,47.0,45.0
2114,서울특별시 영등포구 의사당대로 110,120.0,50.0,40.0,62.0,128.0,67.0
2115,서울특별시 영등포구 의사당대로 127,120.0,50.0,40.0,69.0,169.0,101.0
2116,서울특별시 용산구 녹사평대로 254,0.0,0.0,80.0,20.0,115.0,12.0
